id,type,pollster,date,sampleSize,marginError,link,spread_winner,spread_value,trump_value,harris_value,name,slug,polling_start_date,polling_end_date
8302,rcp_average,rcp_average,10/5 - 10/20,,0.0,,Trump,2.4,49.0,46.6,2024 Georgia: Trump vs. Harris,georgia,2024-10-05,2024-10-20
