id,type,pollster,date,sampleSize,marginError,link,spread_winner,spread_value,favorable_value,unfavorable_value,name,slug,polling_start_date,polling_end_date
6690,rcp_average,rcp_average,9/3 - 9/24,,0.0,,Favorable,0.3,48.3,48.0,Kamala Harris Favorability,harris_favorability,2024-09-03,2024-09-24
