id,type,pollster,date,sampleSize,marginError,link,spread_winner,spread_value,trump_value,harris_value,name,slug,polling_start_date,polling_end_date
147723,poll,Rasmussen Reports,9/26 - 10/2,1762 LV,2.0,https://www.rasmussenreports.com/public_content/politics/elections/election_2024/election2024,Trump,2.0,49,47,2024 General Election: Trump vs Harris,general,2024-09-26,2024-10-02
147642,poll,New York Post,9/27 - 9/29,851 LV,3.1,https://nypost.com/2024/10/01/us-news/harris-ahead-by-4-points-nationwide-but-majority-of-likely-voters-prefer-trump-to-handle-inflation-immigration-and-jobs-poll/,Harris,4.0,47,51,2024 General Election: Trump vs Harris,general,2024-09-27,2024-09-29
147623,poll,Morning Consult,9/27 - 9/29,11381 LV,1.0,https://www.realclearpolitics.com/docs/2024/Morning_Consult_Sept_27-29_2024.pdf,Harris,5.0,46,51,2024 General Election: Trump vs Harris,general,2024-09-27,2024-09-29
147704,poll,Susquehanna,9/23 - 10/1,1001 LV,3.2,https://www.realclearpolitics.com/docs/2024/Toplines-USA-Public-Oct2024.pdf,Harris,5.0,44,49,2024 General Election: Trump vs Harris,general,2024-09-23,2024-10-01
147703,poll,Ipsos,9/25 - 9/30,1313 LV,2.9,https://www.realclearpolitics.com/docs/2024/Ipsos_LV_Combined_Ballot_Sept_25-30_2024_.pdf,Harris,3.0,47,50,2024 General Election: Trump vs Harris,general,2024-09-25,2024-09-30
147462,poll,Reuters/Ipsos,9/21 - 9/23,785 LV,4.0,https://www.reuters.com/world/us/harris-builds-lead-over-trump-voters-see-her-debate-winner-reutersipsos-poll-2024-09-12/,Harris,6.0,44,50,2024 General Election: Trump vs Harris,general,2024-09-21,2024-09-23
147507,poll,Rasmussen Reports,9/19 - 9/25,1820 LV,2.0,https://www.rasmussenreports.com/public_content/politics/elections/election_2024/election2024,Trump,2.0,48,46,2024 General Election: Trump vs Harris,general,2024-09-19,2024-09-25
147455,poll,Quinnipiac,9/19 - 9/22,1728 LV,2.4,https://poll.qu.edu/images/polling/us/us09242024_urah86.pdf,Tie,0.0,48,48,2024 General Election: Trump vs Harris,general,2024-09-19,2024-09-22
147449,poll,CNN*,9/19 - 9/22,2074 LV,3.0,https://www.cnn.com/2024/09/24/politics/polls-trump-harris-presidential-election/index.html,Harris,1.0,47,48,2024 General Election: Trump vs Harris,general,2024-09-19,2024-09-22
147438,poll,Morning Consult,9/20 - 9/22,11057 LV,1.0,https://www.realclearpolitics.com/docs/2024/Morning_Consult_Sept_20-22_2024.pdf,Harris,5.0,45,50,2024 General Election: Trump vs Harris,general,2024-09-20,2024-09-22
147412,poll,CBS News,9/18 - 9/20,3121 LV,2.2,https://www.cbsnews.com/news/trump-harris-poll-debate-economy-09-22-2024/,Harris,4.0,48,52,2024 General Election: Trump vs Harris,general,2024-09-18,2024-09-20
147362,poll,Rasmussen Reports,9/12 - 9/18,1855 LV,2.0,https://www.rasmussenreports.com/public_content/politics/elections/election_2024/election_2024_trump_still_leads_harris,Trump,2.0,49,47,2024 General Election: Trump vs Harris,general,2024-09-12,2024-09-18
147401,poll,NBC News,9/13 - 9/17,1000 RV,3.1,https://www.nbcnews.com/politics/2024-election/poll-newly-popular-harris-challenging-trump-change-rcna171308,Harris,5.0,44,49,2024 General Election: Trump vs Harris,general,2024-09-13,2024-09-17
147360,poll,GWU/HarrisX,9/14 - 9/16,1505 RV,2.5,https://elections.harrisx.com/public/GW_Society_of_Presidential_Pollsters_2024.html,Harris,2.0,49,51,2024 General Election: Trump vs Harris,general,2024-09-14,2024-09-16
147327,poll,FOX News,9/13 - 9/16,876 LV,3.0,https://static.foxnews.com/foxnews.com/content/uploads/2024/09/Fox_September-13-16-2024_National_Topline_September-18-Release.pdf,Harris,2.0,48,50,2024 General Election: Trump vs Harris,general,2024-09-13,2024-09-16
147237,poll,Morning Consult,9/13 - 9/15,11022 LV,1.0,https://www.realclearpolitics.com/docs/2024/Morning_Consult_Sept_13-15_2024.pdf,Harris,6.0,45,51,2024 General Election: Trump vs Harris,general,2024-09-13,2024-09-15
147333,poll,NY Times/Siena,9/11 - 9/16,2437 LV,3.8,https://www.nytimes.com/interactive/2024/09/19/us/elections/times-siena-poll-likely-electorate-crosstabs.html,Tie,0.0,47,47,2024 General Election: Trump vs Harris,general,2024-09-11,2024-09-16
147150,poll,Data for Progress (D)**,9/12 - 9/13,1283 LV,3.0,https://www.dataforprogress.org/blog/2024/9/13/post-debate-harris-leads-by-4-as-voters-see-her-as-more-honest-composed-and-intelligent-than-trump,Harris,4.0,46,50,2024 General Election: Trump vs Harris,general,2024-09-12,2024-09-13
147170,poll,ABC News/Ipsos,9/11 - 9/13,2772 RV,2.0,https://abcnews.go.com/Politics/harris-debate-winner-maintaining-slight-lead-trump-poll/story?id=113673862,Harris,4.0,47,51,2024 General Election: Trump vs Harris,general,2024-09-11,2024-09-13
147162,poll,Yahoo News,9/11 - 9/13,1090 LV,0.0,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-after-debate-harris-surges-to-5-point-lead-over-trump-among-registered-voters-in-head-to-head-matchup-122213811.html,Harris,4.0,46,50,2024 General Election: Trump vs Harris,general,2024-09-11,2024-09-13
147160,poll,TIPP,9/11 - 9/13,1721 RV,2.6,https://tippinsights.com/dead-cat-bounce-or-lasting-shift/,Harris,4.0,43,47,2024 General Election: Trump vs Harris,general,2024-09-11,2024-09-13
147249,poll,Forbes/HarrisX,9/11 - 9/13,3018 RV,1.8,https://elections.harrisx.com/public/harrisx-permanent-political-debate-11-to-13.html,Harris,4.0,48,52,2024 General Election: Trump vs Harris,general,2024-09-11,2024-09-13
147167,poll,Atlas Intel,9/11 - 9/12,1775 LV,2.0,https://www.realclearpolitics.com/docs/2024/atlas_poll_us_elections_september_2024.pdf,Trump,3.0,51,48,2024 General Election: Trump vs Harris,general,2024-09-11,2024-09-12
147127,poll,Reuters/Ipsos,9/11 - 9/12,1405 RV,3.0,https://www.reuters.com/world/us/harris-builds-lead-over-trump-voters-see-her-debate-winner-reutersipsos-poll-2024-09-12/,Harris,5.0,42,47,2024 General Election: Trump vs Harris,general,2024-09-11,2024-09-12
147129,poll,Morning Consult,9/11 - 9/11,3317 LV,3.0,https://pro.morningconsult.com/instant-intel/harris-trump-first-debate-poll,Harris,5.0,45,50,2024 General Election: Trump vs Harris,general,2024-09-11,2024-09-11
147124,poll,New York Post,9/10 - 9/11,1174 LV,2.7,https://nypost.com/2024/09/11/us-news/kamala-harris-opens-up-narrow-lead-over-donald-trump-post-philadelphia-debate/,Harris,3.0,47,50,2024 General Election: Trump vs Harris,general,2024-09-10,2024-09-11
147128,poll,Rasmussen Reports,9/5 - 9/11,2390 LV,3.0,https://www.rasmussenreports.com/public_content/politics/biden_administration/election_2024_trump_49_harris_47,Trump,2.0,49,47,2024 General Election: Trump vs Harris,general,2024-09-05,2024-09-11
147087,poll,Morning Consult,9/6 - 9/8,10607 LV,1.0,https://www.realclearpolitics.com/docs/2024/Morning_Consult_Sept_6-8_2024.pdf,Harris,3.0,46,49,2024 General Election: Trump vs Harris,general,2024-09-06,2024-09-08
147059,poll,NY Times/Siena,9/3 - 9/6,1695 LV,3.0,https://www.nytimes.com/interactive/2024/09/08/us/politics/times-siena-poll-likely-electorate-crosstabs.html,Trump,1.0,48,47,2024 General Election: Trump vs Harris,general,2024-09-03,2024-09-06
147041,poll,Harvard-Harris,9/4 - 9/5,2358 RV,2.1,https://harvardharrispoll.com/topline-september-3/,Tie,0.0,50,50,2024 General Election: Trump vs Harris,general,2024-09-04,2024-09-05
147092,poll,NPR/PBS/Marist,9/3 - 9/5,1413 RV,3.3,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-september-2024/,Harris,1.0,48,49,2024 General Election: Trump vs Harris,general,2024-09-03,2024-09-05
146999,poll,Emerson,9/3 - 9/4,1000 LV,2.9,https://emersoncollegepolling.com/september-2024-national-poll-harris-49-trump-47/,Harris,2.0,47,49,2024 General Election: Trump vs Harris,general,2024-09-03,2024-09-04
146994,poll,Rasmussen Reports,8/29 - 9/4,1838 LV,3.0,https://www.rasmussenreports.com/public_content/politics/biden_administration/election_2024_trump_47_harris_46,Trump,1.0,47,46,2024 General Election: Trump vs Harris,general,2024-08-29,2024-09-04
147018,poll,Morning Consult,9/2 - 9/4,11414 LV,1.0,https://www.realclearpolitics.com/docs/2024/Morning_Consult_Sept_2-4_2024.pdf,Harris,3.0,46,49,2024 General Election: Trump vs Harris,general,2024-09-02,2024-09-04
147076,poll,Pew Research,8/26 - 9/2,8044 RV,1.4,https://www.pewresearch.org/wp-content/uploads/sites/20/2024/09/PP_2024.9.9_harris-trump_TOPLINE.pdf,Tie,0.0,49,49,2024 General Election: Trump vs Harris,general,2024-08-26,2024-09-02
146933,poll,I&amp;I/TIPP,8/28 - 8/30,1386 RV,2.8,https://tippinsights.com/harris-hangs-on-to-overall-lead-but-trump-maintains-his-hold-on-vital-swing-states-i-i-tipp-poll/,Harris,3.0,45,48,2024 General Election: Trump vs Harris,general,2024-08-28,2024-08-30
146876,poll,Wall Street Journal,8/24 - 8/28,1500 RV,2.5,https://www.wsj.com/politics/elections/trump-harris-poll-august-election-2024-e6fa024e?mod=e2tw,Harris,1.0,47,48,2024 General Election: Trump vs Harris,general,2024-08-24,2024-08-28
146866,poll,Quinnipiac,8/23 - 8/27,1611 LV,2.4,https://poll.qu.edu/images/polling/us/us08292024_unwt24.pdf,Harris,1.0,48,49,2024 General Election: Trump vs Harris,general,2024-08-23,2024-08-27
146865,poll,Rasmussen Reports,8/22 - 8/28,1893 LV,3.0,https://www.rasmussenreports.com/public_content/politics/biden_administration/election_2024_trump_48_harris_46,Trump,2.0,48,46,2024 General Election: Trump vs Harris,general,2024-08-22,2024-08-28
